,Platform,Year,Global_Sales
3973,3DS,2012-01-01,0.5
10589,DS,2012-01-01,0.1
3994,X360,2012-01-01,0.5
4010,PS3,2012-01-01,0.5
10543,Wii,2012-01-01,0.1
10513,3DS,2012-01-01,0.1
4030,X360,2012-01-01,0.49
4049,X360,2012-01-01,0.49
10474,PS3,2012-01-01,0.1
4055,3DS,2012-01-01,0.49
11685,PS3,2012-01-01,0.08
9998,PS3,2012-01-01,0.11
3125,PS3,2012-01-01,0.65
11729,3DS,2012-01-01,0.08
2412,PS3,2012-01-01,0.86
12650,PSP,2012-01-01,0.06
12643,DS,2012-01-01,0.06
2451,X360,2012-01-01,0.85
12634,PSP,2012-01-01,0.06
2456,PS3,2012-01-01,0.84
12625,PSP,2012-01-01,0.06
2467,PS3,2012-01-01,0.84
12596,PSP,2012-01-01,0.06
2407,PS3,2012-01-01,0.87
2489,X360,2012-01-01,0.83
12557,3DS,2012-01-01,0.06
12556,X360,2012-01-01,0.06
2530,PS3,2012-01-01,0.82
12520,3DS,2012-01-01,0.06
2552,3DS,2012-01-01,0.81
12493,PSP,2012-01-01,0.06
12485,X360,2012-01-01,0.06
2574,X360,2012-01-01,0.8
2581,X360,2012-01-01,0.8
2499,PS3,2012-01-01,0.83
2582,X360,2012-01-01,0.8
2388,PS3,2012-01-01,0.87
12735,PSV,2012-01-01,0.06
2205,X360,2012-01-01,0.94
12991,PSP,2012-01-01,0.05
2224,PC,2012-01-01,0.93
2227,PS3,2012-01-01,0.93
12949,PSP,2012-01-01,0.05
12947,PS3,2012-01-01,0.05
12939,3DS,2012-01-01,0.05
2250,X360,2012-01-01,0.92
2266,PS3,2012-01-01,0.92
2387,PS3,2012-01-01,0.87
2277,3DS,2012-01-01,0.91
2334,PS3,2012-01-01,0.89
2349,X360,2012-01-01,0.89
2356,X360,2012-01-01,0.88
2362,3DS,2012-01-01,0.88
12765,PC,2012-01-01,0.06
12754,PSV,2012-01-01,0.06
2370,PS3,2012-01-01,0.88
12747,3DS,2012-01-01,0.06
12742,PSP,2012-01-01,0.06
2319,PS3,2012-01-01,0.9
12437,PS3,2012-01-01,0.06
2598,PS3,2012-01-01,0.79
12389,PSV,2012-01-01,0.06
2929,PS3,2012-01-01,0.7
11966,X360,2012-01-01,0.07
11963,PS3,2012-01-01,0.07
11960,PSV,2012-01-01,0.07
11959,PSP,2012-01-01,0.07
11942,PSP,2012-01-01,0.07
2973,Wii,2012-01-01,0.68
11907,3DS,2012-01-01,0.07
11898,PC,2012-01-01,0.07
2902,PS3,2012-01-01,0.7
11893,3DS,2012-01-01,0.07
3011,PS3,2012-01-01,0.67
11839,PS3,2012-01-01,0.07
11826,X360,2012-01-01,0.07
3046,X360,2012-01-01,0.67
11797,PSP,2012-01-01,0.07
3066,Wii,2012-01-01,0.66
11786,PSP,2012-01-01,0.07
11763,Wii,2012-01-01,0.07
11743,PSV,2012-01-01,0.07
11877,PC,2012-01-01,0.07
12059,PSP,2012-01-01,0.07
12063,WiiU,2012-01-01,0.07
2850,WiiU,2012-01-01,0.72
2640,PS3,2012-01-01,0.78
2647,X360,2012-01-01,0.78
12311,3DS,2012-01-01,0.06
2677,DS,2012-01-01,0.77
12294,X360,2012-01-01,0.06
2695,PSV,2012-01-01,0.76
2698,PS3,2012-01-01,0.76
2740,PS3,2012-01-01,0.75
2743,X360,2012-01-01,0.75
12211,PSV,2012-01-01,0.07
2761,X360,2012-01-01,0.75
2769,3DS,2012-01-01,0.74
12158,PSP,2012-01-01,0.07
2784,PS3,2012-01-01,0.74
2789,PS3,2012-01-01,0.74
2816,PS3,2012-01-01,0.73
12108,PC,2012-01-01,0.07
2821,X360,2012-01-01,0.72
2822,3DS,2012-01-01,0.72
2824,PC,2012-01-01,0.72
2828,Wii,2012-01-01,0.72
11711,PSP,2012-01-01,0.08
2204,3DS,2012-01-01,0.94
4424,X360,2012-01-01,0.44
9940,X360,2012-01-01,0.12
6066,3DS,2012-01-01,0.29
6091,PS3,2012-01-01,0.29
6103,X360,2012-01-01,0.29
7856,3DS,2012-01-01,0.19
6111,PS3,2012-01-01,0.28
7830,X360,2012-01-01,0.19
7806,PS3,2012-01-01,0.19
7787,3DS,2012-01-01,0.19
6181,WiiU,2012-01-01,0.28
7923,X360,2012-01-01,0.19
7760,PSP,2012-01-01,0.19
7743,WiiU,2012-01-01,0.19
7735,PS3,2012-01-01,0.19
6204,3DS,2012-01-01,0.28
7724,3DS,2012-01-01,0.2
7718,3DS,2012-01-01,0.2
6227,WiiU,2012-01-01,0.28
6235,PC,2012-01-01,0.28
6256,3DS,2012-01-01,0.28
6258,PSP,2012-01-01,0.28
7746,X360,2012-01-01,0.19
7671,PSP,2012-01-01,0.2
7950,PS3,2012-01-01,0.19
6044,Wii,2012-01-01,0.29
5788,PSP,2012-01-01,0.31
5789,PS3,2012-01-01,0.31
8267,PSP,2012-01-01,0.17
8261,PC,2012-01-01,0.17
5835,PS3,2012-01-01,0.3
8140,3DS,2012-01-01,0.18
5907,3DS,2012-01-01,0.3
8127,PC,2012-01-01,0.18
5914,Wii,2012-01-01,0.3
7954,X360,2012-01-01,0.19
8106,PS3,2012-01-01,0.18
5944,PS3,2012-01-01,0.3
8058,3DS,2012-01-01,0.18
8000,X360,2012-01-01,0.18
6006,PS3,2012-01-01,0.29
7978,WiiU,2012-01-01,0.19
6019,PSV,2012-01-01,0.29
7976,PSP,2012-01-01,0.19
6020,3DS,2012-01-01,0.29
6041,X360,2012-01-01,0.29
5927,X360,2012-01-01,0.3
7641,PC,2012-01-01,0.2
7629,3DS,2012-01-01,0.2
6309,3DS,2012-01-01,0.27
6633,PS3,2012-01-01,0.25
6650,X360,2012-01-01,0.25
6653,PS3,2012-01-01,0.25
7212,PSV,2012-01-01,0.22
7199,PC,2012-01-01,0.22
6707,PC,2012-01-01,0.25
6722,X360,2012-01-01,0.25
7133,PC,2012-01-01,0.23
7109,PS3,2012-01-01,0.23
6617,PS3,2012-01-01,0.25
7063,PSP,2012-01-01,0.23
6792,WiiU,2012-01-01,0.24
6834,PSV,2012-01-01,0.24
6995,PSV,2012-01-01,0.23
6853,PS3,2012-01-01,0.24
6949,WiiU,2012-01-01,0.24
6946,PSV,2012-01-01,0.24
6928,PSV,2012-01-01,0.24
6918,PS3,2012-01-01,0.24
6909,X360,2012-01-01,0.24
7059,PC,2012-01-01,0.23
7271,3DS,2012-01-01,0.22
6576,PS3,2012-01-01,0.26
7305,X360,2012-01-01,0.22
7601,X360,2012-01-01,0.2
6349,3DS,2012-01-01,0.27
7578,PSP,2012-01-01,0.2
7573,PSV,2012-01-01,0.2
7544,3DS,2012-01-01,0.2
7536,PSP,2012-01-01,0.2
6417,PSV,2012-01-01,0.27
7491,PS3,2012-01-01,0.21
7482,PS3,2012-01-01,0.21
7481,3DS,2012-01-01,0.21
7475,DS,2012-01-01,0.21
6434,PS3,2012-01-01,0.27
6435,X360,2012-01-01,0.27
7436,Wii,2012-01-01,0.21
7418,X360,2012-01-01,0.21
7417,3DS,2012-01-01,0.21
6493,PSV,2012-01-01,0.26
7346,3DS,2012-01-01,0.21
6543,PS3,2012-01-01,0.26
6544,X360,2012-01-01,0.26
7307,PSP,2012-01-01,0.22
5786,PC,2012-01-01,0.31
4441,PS3,2012-01-01,0.44
5741,X360,2012-01-01,0.31
8344,PS3,2012-01-01,0.17
4862,PS3,2012-01-01,0.4
9389,WiiU,2012-01-01,0.13
9372,WiiU,2012-01-01,0.13
9370,PC,2012-01-01,0.13
4882,3DS,2012-01-01,0.39
9352,PSP,2012-01-01,0.13
9337,3DS,2012-01-01,0.13
4906,X360,2012-01-01,0.39
9326,PSP,2012-01-01,0.14
9414,PSP,2012-01-01,0.13
4917,3DS,2012-01-01,0.39
9305,WiiU,2012-01-01,0.14
4942,WiiU,2012-01-01,0.39
4943,WiiU,2012-01-01,0.39
9226,WiiU,2012-01-01,0.14
4993,WiiU,2012-01-01,0.38
9211,PS3,2012-01-01,0.14
9210,PSV,2012-01-01,0.14
9206,WiiU,2012-01-01,0.14
9199,PC,2012-01-01,0.14
4919,PSV,2012-01-01,0.39
5026,3DS,2012-01-01,0.38
9418,X360,2012-01-01,0.13
9462,X360,2012-01-01,0.13
4473,PS3,2012-01-01,0.44
4476,X360,2012-01-01,0.44
4525,X360,2012-01-01,0.43
4533,PC,2012-01-01,0.43
4543,PS3,2012-01-01,0.43
4554,WiiU,2012-01-01,0.43
9771,3DS,2012-01-01,0.12
9737,PSP,2012-01-01,0.12
4595,PSV,2012-01-01,0.42
9451,PS3,2012-01-01,0.13
9683,PSV,2012-01-01,0.12
9664,WiiU,2012-01-01,0.12
9660,PSP,2012-01-01,0.12
4700,X360,2012-01-01,0.41
4715,PS3,2012-01-01,0.41
4739,PS3,2012-01-01,0.41
4773,PC,2012-01-01,0.41
4774,PS3,2012-01-01,0.41
9482,Wii,2012-01-01,0.13
4798,Wii,2012-01-01,0.4
9676,PC,2012-01-01,0.12
9176,3DS,2012-01-01,0.14
5052,3DS,2012-01-01,0.38
5055,WiiU,2012-01-01,0.38
8678,3DS,2012-01-01,0.16
5447,PS3,2012-01-01,0.33
8656,PS3,2012-01-01,0.16
8646,WiiU,2012-01-01,0.16
5462,PS3,2012-01-01,0.33
8631,DS,2012-01-01,0.16
8630,X360,2012-01-01,0.16
5485,PC,2012-01-01,0.33
5492,X360,2012-01-01,0.33
8679,X360,2012-01-01,0.16
8544,PS3,2012-01-01,0.16
5561,PSV,2012-01-01,0.33
8504,Wii,2012-01-01,0.16
5581,PSP,2012-01-01,0.32
5588,PSV,2012-01-01,0.32
5591,X360,2012-01-01,0.32
8462,PS3,2012-01-01,0.16
8452,X360,2012-01-01,0.17
8451,PC,2012-01-01,0.17
8366,X360,2012-01-01,0.17
8526,Wii,2012-01-01,0.16
8681,Wii,2012-01-01,0.16
8696,3DS,2012-01-01,0.16
8698,PC,2012-01-01,0.16
9144,WiiU,2012-01-01,0.14
9126,3DS,2012-01-01,0.14
5086,WiiU,2012-01-01,0.37
9092,PS3,2012-01-01,0.14
9071,3DS,2012-01-01,0.14
5129,PSP,2012-01-01,0.37
5156,PSV,2012-01-01,0.37
5199,WiiU,2012-01-01,0.36
8954,X360,2012-01-01,0.15
8951,3DS,2012-01-01,0.15
5231,PS3,2012-01-01,0.36
5232,PSP,2012-01-01,0.36
8928,PC,2012-01-01,0.15
5281,X360,2012-01-01,0.35
8839,PS3,2012-01-01,0.15
5342,PS3,2012-01-01,0.35
8808,PSP,2012-01-01,0.15
8801,3DS,2012-01-01,0.15
5392,PS3,2012-01-01,0.34
8746,PC,2012-01-01,0.15
5429,PSV,2012-01-01,0.34
8326,3DS,2012-01-01,0.17
2202,PC,2012-01-01,0.94
3948,X360,2012-01-01,0.5
13671,PC,2012-01-01,0.04
2154,Wii,2012-01-01,0.96
13705,PSP,2012-01-01,0.04
1683,PS3,2012-01-01,1.2
1742,PSV,2012-01-01,1.16
13757,PS3,2012-01-01,0.04
2118,PS3,2012-01-01,0.98
1528,PS3,2012-01-01,1.29
13786,PS3,2012-01-01,0.04
13556,PSP,2012-01-01,0.04
1545,X360,2012-01-01,1.28
2151,PS3,2012-01-01,0.96
13356,X360,2012-01-01,0.05
13752,PSP,2012-01-01,0.04
1889,PS3,2012-01-01,1.09
13693,X360,2012-01-01,0.04
1931,PS3,2012-01-01,1.07
1734,PC,2012-01-01,1.17
13073,PSP,2012-01-01,0.05
2162,3DS,2012-01-01,0.96
2106,PC,2012-01-01,0.98
13751,PC,2012-01-01,0.04
13860,PSP,2012-01-01,0.04
2066,X360,2012-01-01,1.0
13775,PS3,2012-01-01,0.04
13915,WiiU,2012-01-01,0.04
2141,Wii,2012-01-01,0.97
2131,PC,2012-01-01,0.97
13499,PC,2012-01-01,0.04
13920,PSP,2012-01-01,0.04
13974,PSP,2012-01-01,0.04
1692,3DS,2012-01-01,1.19
1806,3DS,2012-01-01,1.13
1497,X360,2012-01-01,1.32
13290,PS3,2012-01-01,0.05
1986,DS,2012-01-01,1.05
13569,PSV,2012-01-01,0.04
13820,3DS,2012-01-01,0.04
13096,PSV,2012-01-01,0.05
2017,Wii,2012-01-01,1.03
