,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2020
PS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.020000000000001,41.94000000000001,136.62000000000003,272.70000000000005,442.2800000000001,586.8500000000001,683.1300000000001,718.6500000000001,725.3400000000001,727.3900000000001,727.3900000000001,727.3900000000001,727.3900000000001,727.3900000000001,727.3900000000001,727.3900000000001,727.3900000000001,727.3900000000001,727.3900000000001,727.3900000000001,727.3900000000001,727.3900000000001,727.3900000000001,727.3900000000001,727.3900000000001
3DO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
TG16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16
N64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.11,73.61999999999999,122.89999999999999,180.86,214.87,218.13,218.21,218.21,218.21,218.21,218.21,218.21,218.21,218.21,218.21,218.21,218.21,218.21,218.21,218.21,218.21,218.21,218.21
PCFX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39,8.559999999999999,14.549999999999997,15.619999999999997,15.909999999999997,15.909999999999997,15.909999999999997,15.909999999999997,15.909999999999997,15.929999999999996,15.969999999999995,15.969999999999995,15.969999999999995,15.969999999999995,15.969999999999995,15.969999999999995,15.969999999999995,15.969999999999995,15.969999999999995,15.969999999999995,15.969999999999995
WS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,1.1400000000000001,1.4200000000000002,1.4200000000000002,1.4200000000000002,1.4200000000000002,1.4200000000000002,1.4200000000000002,1.4200000000000002,1.4200000000000002,1.4200000000000002,1.4200000000000002,1.4200000000000002,1.4200000000000002,1.4200000000000002,1.4200000000000002,1.4200000000000002,1.4200000000000002,1.4200000000000002,1.4200000000000002
PS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.10999999999999,205.54000000000005,410.9399999999997,595.2299999999998,807.0099999999996,967.6599999999996,1071.0799999999997,1147.08,1200.9099999999999,1227.36,1232.99,1233.46,1233.46,1233.46,1233.46,1233.46,1233.46,1233.46,1233.46
GBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,61.68000000000001,136.06,192.79000000000002,270.88,304.78,310.13,313.56,313.56,313.56,313.56,313.56,313.56,313.56,313.56,313.56,313.56,313.56,313.56
XB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,23.22999999999999,71.38000000000001,126.54000000000005,192.04000000000008,241.21000000000004,251.36000000000004,251.91000000000005,252.09000000000006,252.09000000000006,252.09000000000006,252.09000000000006,252.09000000000006,252.09000000000006,252.09000000000006,252.09000000000006,252.09000000000006,252.09000000000006,252.09000000000006
GC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.300000000000004,78.23000000000002,128.89000000000004,157.78000000000003,185.58,196.87,197.14000000000001,197.14000000000001,197.14000000000001,197.14000000000001,197.14000000000001,197.14000000000001,197.14000000000001,197.14000000000001,197.14000000000001,197.14000000000001,197.14000000000001,197.14000000000001
PSP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.13,51.36,107.20999999999997,154.68999999999994,189.36999999999995,227.43999999999994,262.54999999999995,280.43999999999994,288.15999999999997,291.34999999999997,291.59,291.71,291.71,291.71,291.71
X360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.32,60.20000000000001,156.04,291.8,412.65,583.6999999999999,728.8199999999998,829.6999999999998,919.3099999999998,955.7299999999998,968.7799999999997,969.6099999999998,969.6099999999998,969.6099999999998
PS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.07,94.88000000000008,214.5700000000001,346.9100000000001,491.33,650.6999999999999,760.1899999999999,877.5799999999999,928.54,946.76,949.35,949.35,949.35
Wii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.91,292.88,467.03999999999985,677.4799999999998,809.2799999999997,871.6899999999997,894.4599999999997,903.8199999999997,908.2599999999998,909.8099999999997,909.8099999999997,909.8099999999997,909.8099999999997
3DS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.53000000000004,113.67000000000004,169.55000000000007,212.69000000000008,239.68000000000006,246.28000000000006,246.28000000000006,246.28000000000006
PSV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.15,23.68,36.37,51.10999999999999,58.20999999999998,61.60999999999998,61.62999999999998,61.62999999999998
WiiU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.840000000000003,39.68000000000001,62.190000000000005,78.57,81.86,81.86,81.86
PS4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.76,123.51999999999997,238.81999999999996,278.07,278.09999999999997,278.09999999999997
XOne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.599999999999994,71.03,128.69000000000003,141.06000000000003,141.06000000000003,141.06000000000003
