,Brand,Year,Global_Sales
1529,Nintendo,2002-01-01,1.29
14628,Microsoft,2002-01-01,0.03
9558,Nintendo,2002-01-01,0.13
7853,Nintendo,2002-01-01,0.19
5694,Microsoft,2002-01-01,0.32
4777,Playstation,2002-01-01,0.41
7898,Playstation,2002-01-01,0.19
3002,Playstation,2002-01-01,0.68
9119,Nintendo,2002-01-01,0.14
7896,Playstation,2002-01-01,0.19
11880,Microsoft,2002-01-01,0.07
1118,Playstation,2002-01-01,1.64
7884,Nintendo,2002-01-01,0.19
8383,Nintendo,2002-01-01,0.17
7875,Nintendo,2002-01-01,0.19
1104,Playstation,2002-01-01,1.66
9516,PC,2002-01-01,0.13
9524,Microsoft,2002-01-01,0.13
9110,Nintendo,2002-01-01,0.14
1666,Playstation,2002-01-01,1.2
3023,Playstation,2002-01-01,0.67
5687,Playstation,2002-01-01,0.32
8386,Microsoft,2002-01-01,0.17
11837,Microsoft,2002-01-01,0.07
12132,Playstation,2002-01-01,0.07
1081,Nintendo,2002-01-01,1.68
11831,Microsoft,2002-01-01,0.07
4749,Nintendo,2002-01-01,0.41
12340,Nintendo,2002-01-01,0.06
11824,Playstation,2002-01-01,0.07
11767,Nintendo,2002-01-01,0.07
9588,Nintendo,2002-01-01,0.13
3082,Nintendo,2002-01-01,0.66
5098,Microsoft,2002-01-01,0.37
5648,Playstation,2002-01-01,0.32
11699,Playstation,2002-01-01,0.08
3127,Playstation,2002-01-01,0.65
1527,Nintendo,2002-01-01,1.29
9643,Microsoft,2002-01-01,0.13
9647,Microsoft,2002-01-01,0.13
14705,Nintendo,2002-01-01,0.03
6167,Nintendo,2002-01-01,0.28
7789,Playstation,2002-01-01,0.19
6170,Playstation,2002-01-01,0.28
9654,Playstation,2002-01-01,0.13
7773,Playstation,2002-01-01,0.19
12141,Nintendo,2002-01-01,0.07
2520,Playstation,2002-01-01,0.82
7765,Nintendo,2002-01-01,0.19
11667,Nintendo,2002-01-01,0.08
14731,Nintendo,2002-01-01,0.03
963,Nintendo,2002-01-01,1.8
12548,Nintendo,2002-01-01,0.06
1387,Playstation,2002-01-01,1.4
960,Playstation,2002-01-01,1.81
9078,Microsoft,2002-01-01,0.14
6187,Nintendo,2002-01-01,0.28
13600,Nintendo,2002-01-01,0.04
13611,Playstation,2002-01-01,0.04
9178,Playstation,2002-01-01,0.14
994,Microsoft,2002-01-01,1.76
995,Playstation,2002-01-01,1.76
9590,Nintendo,2002-01-01,0.13
7816,Nintendo,2002-01-01,0.19
1030,Nintendo,2002-01-01,1.73
4705,Playstation,2002-01-01,0.41
14633,Nintendo,2002-01-01,0.03
1722,Playstation,2002-01-01,1.17
13622,PC,2002-01-01,0.04
6150,Playstation,2002-01-01,0.28
11748,Playstation,2002-01-01,0.07
13621,Microsoft,2002-01-01,0.04
9609,Nintendo,2002-01-01,0.13
14659,Nintendo,2002-01-01,0.03
11909,Microsoft,2002-01-01,0.07
13056,Microsoft,2002-01-01,0.05
9612,Nintendo,2002-01-01,0.13
1015,Playstation,2002-01-01,1.74
11725,Microsoft,2002-01-01,0.08
3106,Playstation,2002-01-01,0.65
11724,Nintendo,2002-01-01,0.08
7801,Nintendo,2002-01-01,0.19
5656,Nintendo,2002-01-01,0.32
6158,Nintendo,2002-01-01,0.28
14668,Microsoft,2002-01-01,0.03
11714,Nintendo,2002-01-01,0.08
6162,Playstation,2002-01-01,0.28
9621,Microsoft,2002-01-01,0.13
9611,Playstation,2002-01-01,0.13
12331,Nintendo,2002-01-01,0.06
12482,Nintendo,2002-01-01,0.06
9498,Microsoft,2002-01-01,0.13
5958,Playstation,2002-01-01,0.29
8054,Nintendo,2002-01-01,0.18
2631,Nintendo,2002-01-01,0.78
2876,Nintendo,2002-01-01,0.71
1563,Playstation,2002-01-01,1.27
1363,Nintendo,2002-01-01,1.42
2879,Nintendo,2002-01-01,0.71
13828,Nintendo,2002-01-01,0.04
5969,Nintendo,2002-01-01,0.29
8045,Microsoft,2002-01-01,0.18
5975,Microsoft,2002-01-01,0.29
2823,Nintendo,2002-01-01,0.72
14200,Nintendo,2002-01-01,0.03
4859,Nintendo,2002-01-01,0.4
5045,Microsoft,2002-01-01,0.38
12391,Playstation,2002-01-01,0.06
9402,Microsoft,2002-01-01,0.13
5979,Playstation,2002-01-01,0.29
1593,PC,2002-01-01,1.25
9407,Nintendo,2002-01-01,0.13
14231,Playstation,2002-01-01,0.03
8018,Microsoft,2002-01-01,0.18
9174,Nintendo,2002-01-01,0.14
1268,Microsoft,2002-01-01,1.49
14250,Nintendo,2002-01-01,0.03
2870,Nintendo,2002-01-01,0.71
9160,Playstation,2002-01-01,0.14
8064,Nintendo,2002-01-01,0.18
5954,Nintendo,2002-01-01,0.3
4902,Nintendo,2002-01-01,0.39
9344,Nintendo,2002-01-01,0.13
2834,Microsoft,2002-01-01,0.72
12089,Playstation,2002-01-01,0.07
1354,Playstation,2002-01-01,1.42
4900,Microsoft,2002-01-01,0.39
5771,Nintendo,2002-01-01,0.31
8102,Nintendo,2002-01-01,0.18
12086,Playstation,2002-01-01,0.07
14128,Nintendo,2002-01-01,0.03
1344,Playstation,2002-01-01,1.44
2847,Nintendo,2002-01-01,0.72
12081,Playstation,2002-01-01,0.07
4895,Playstation,2002-01-01,0.39
14137,Nintendo,2002-01-01,0.03
12077,Playstation,2002-01-01,0.07
5937,Nintendo,2002-01-01,0.3
14148,Playstation,2002-01-01,0.03
2857,Microsoft,2002-01-01,0.71
2858,Microsoft,2002-01-01,0.71
9351,Microsoft,2002-01-01,0.13
9167,Playstation,2002-01-01,0.14
12366,Playstation,2002-01-01,0.06
9353,Nintendo,2002-01-01,0.13
14163,Playstation,2002-01-01,0.03
2867,Playstation,2002-01-01,0.71
14256,Nintendo,2002-01-01,0.03
13773,Nintendo,2002-01-01,0.04
12106,Nintendo,2002-01-01,0.07
7966,Microsoft,2002-01-01,0.19
5031,Playstation,2002-01-01,0.38
12462,Playstation,2002-01-01,0.06
2962,Nintendo,2002-01-01,0.69
1182,Playstation,2002-01-01,1.57
11949,Microsoft,2002-01-01,0.07
9128,Playstation,2002-01-01,0.14
14393,Nintendo,2002-01-01,0.03
11945,Microsoft,2002-01-01,0.07
1179,Nintendo,2002-01-01,1.58
4796,Playstation,2002-01-01,0.4
14398,Playstation,2002-01-01,0.03
11933,Nintendo,2002-01-01,0.07
1648,Playstation,2002-01-01,1.22
12119,Nintendo,2002-01-01,0.07
7956,Nintendo,2002-01-01,0.19
9485,Microsoft,2002-01-01,0.13
11927,Playstation,2002-01-01,0.07
9490,Playstation,2002-01-01,0.13
12469,Nintendo,2002-01-01,0.06
6057,Playstation,2002-01-01,0.29
6058,SEGA,2002-01-01,0.29
6060,Playstation,2002-01-01,0.29
1655,Playstation,2002-01-01,1.21
11918,Nintendo,2002-01-01,0.07
1644,Nintendo,2002-01-01,1.22
7971,Microsoft,2002-01-01,0.19
1196,Playstation,2002-01-01,1.55
13726,Nintendo,2002-01-01,0.04
14116,Microsoft,2002-01-01,0.03
9426,Nintendo,2002-01-01,0.13
